nbd,foodgrp,name,water,energy,protein,carb,fiber,sugar,sodium,satfat,chol
28142,Baked Products,"KEEBLER,TOWN HOUSE,ORIGINAL CRACKERS",3,526,5.1,59.8,1.7,6.5,826,4.8,0
28143,Baked Products,"KEEBLER,TOWN HOUSE,RED FAT CRACKERS",2.65,431,6.6,77.1,2.2,8.4,868,2,1
28144,Baked Products,"KEEBLER,TOWN HOUSE,FLIPSIDES,PRETZEL CRACKERS,RED FAT",2.3,450,7.2,70.4,2.3,7.5,1288,2.6,0
28145,Baked Products,"KEEBLER,TOWN HOUSE,TOPPERS,GARLIC HERB CRACKERS",1.9,483,6.4,71.6,2.8,8,958,3,0
28146,Baked Products,"KEEBLER,TOWN HOUSE,TOPPERS,MULTIGRAIN CRACKERS",2.5,462,7.6,68.4,3.4,13.7,871,3,0
28147,Baked Products,"KEEBLER,TOWN HOUSE,TOPPERS,ORIGINAL CRACKERS",2.2,483,7.6,66.8,2.6,8,967,2.9,0
28148,Baked Products,"KEEBLER,TOWN HOUSE,WHEAT CRACKERS",3,489,6.3,63.2,2.8,3.1,876,4,1
28149,Baked Products,"KEEBLER,TOWN HOUSE,FLATBREAD CRISPS,SEA SALT & OLIVE OIL CRA",2.3,443,8,72.8,3.6,5.2,942,2.1,0
28150,Baked Products,"KEEBLER,TRADITIONS,ICED LEMONADE COOKIES",3.4,502,4.5,66.3,1,29.9,262,8,7
28151,Baked Products,"KEEBLER,TRADITIONS,ICED OATMEAL COOKIES",3.5,463,5.4,71,2.7,36.3,493,5.8,1
28152,Baked Products,"KEEBLER,VANILLA WAFERS MINIS,RAINBOW",4.1,466,4,72.3,1.3,31.1,400,6,1
28153,Baked Products,"KEEBLER,VIENNA FINGERS W/ CREME FILLING",2.5,492,4.5,73.2,1.5,33.6,301,6.7,0
28154,Baked Products,"KEEBLER,VIENNA FINGERS W/ CREME FILLING,RED FAT",2.8,465,4.5,78.1,1.5,37.2,366,4.9,0
28157,Baked Products,"KEEBLER,WHEATABLES,HONEY WHEAT CRACKERS",1.7,482,7.6,67,3.3,15,679,4.7,0
28158,Baked Products,"KEEBLER,WHEATABLES,NUT CRISP CRACKERS,RSTD ALMOND",1.7,472,8.4,66.5,3.9,11.7,743,3.1,0
28159,Baked Products,"KEEBLER,WHEATABLES,NUT CRISP CRACKERS,TSTD PECAN",1.7,483,7.6,65.7,3.8,11.6,654,3.6,0
28160,Baked Products,"KELLOGG'S,ALL-BRAN,GARLIC & HERB CRACKERS",2.5,467,8.6,63.5,16.3,10,850,3.2,0
28161,Baked Products,"KELLOGG'S,ALL-BRAN,MULTIGRAIN CRACKERS",2.5,415,8.6,65.7,16.4,12.9,690,3.2,0
28162,Baked Products,"KELLOGG'S,CORN FLAKES CRUMBS",3,367,7.5,84.4,1.2,9.3,638,0.1,0
28163,Baked Products,"KELLOGG'S,POP-TARTS,FRSTD APPL STRUDEL TOASTER PASTRIES",12.8,395,4.4,70.5,1.5,28,329,3.5,0
28164,Baked Products,"KELLOGG'S,POP-TARTS,FRSTD BLUEBERRY MUFFIN TOASTER PASTRIES",12.8,397,4,70.9,1.1,27.6,398,3.5,0
28165,Baked Products,"KELLOGG'S,POP-TARTS,CHOC CHIP COOKIE DOUGH TOASTER PASTRIES",12.8,387,4.5,69.4,1.5,35.5,382,3.8,0
28167,Baked Products,"KELLOGG'S,POP-TARTS,FRSTD CINN ROLL TOASTER PASTRIES",12,416,4.7,67.8,1.4,26.2,329,4.6,0
28168,Baked Products,"KELLOGG'S,POP-TARTS,FRSTD CONFETTI CAKE TOASTER PASTRIES",12.75,375,4.4,73,1.3,29.3,460,2.5,0
28169,Baked Products,"KELLOGG'S,POP-TARTS,FRSTD COOKIES & CREME TOASTER PASTRIES",12.8,379,4.9,69.3,2.6,38.3,597,3.4,0
28170,Baked Products,"KELLOGG'S,POP-TARTS,FRSTD ORANGE CRM TOASTER PASTRIES",12.75,401,3.9,70.6,1.1,31.8,387,3.9,2
28171,Baked Products,"KELLOGG'S,POP-TARTS,FRSTD PUMPKIN PIE TOASTER PASTRIES",12.75,394,4.7,70.6,1.5,28.6,345,3.4,2
28172,Baked Products,"KELLOGG'S,POP-TARTS,FRSTD SPRING BERRY TOASTER PASTRIES",12.75,390,4,72.3,1.3,31.3,321,3.1,0
28173,Baked Products,"KELLOGG'S,POP-TARTS,FRSTD SUGAR COOKIE TOASTER PASTRIES",12.8,393,4.5,70.2,1.3,27.5,393,3.5,0
28174,Baked Products,"KELLOGG'S,POP-TARTS,FRSTD WAFFLE CONE TOASTER PASTRIES",12.75,373,3.9,74.3,1.2,32.4,432,2.3,0
28175,Baked Products,"KELLOGG'S,POP-TARTS,FRSTD WILD FRUIT FUSION TOASTER PASTRIES",12.75,391,3.9,72.3,1.3,30.8,334,3.1,0
28176,Baked Products,"KELLOGG'S,POP-TARTS,FRSTD WILD GRAPE TOASTER PASTRIES",12.8,390,4.1,71.8,1.3,30.5,334,3.1,0
28177,Baked Products,"KELLOGG'S,POP-TARTS,FRSTD WILD STRAWBERRY TOASTER PASTRIES",12.75,391,3.9,72.1,1.3,30.6,333,3.1,0
28178,Baked Products,"KELLOGG'S,POP-TARTS,ICE CRM SHOPPE FRSTD HOT FUDGE SUNDAE TO",13.6,391,4.4,69.8,3.3,24.7,399,3.9,2
28179,Baked Products,"KELLOGG'S,POP-TARTS,ICE CRM SHOPPE FRSTD ICE CREME SNDWCH TO",13,390,4.6,69.4,3.5,23.5,374,3.8,2
28180,Baked Products,"KELLOGG'S,POP-TARTS,ICE CRM SHOPPE FRSTD RAINBOW CHIP TOASTE",12.8,400,4,70.8,1.1,30.3,391,4,3
28181,Baked Products,"KELLOGG'S,POP-TARTS,ICE CRM SHOPPE FRSTD STRAWBERRY MILKSHAK",12.8,397,4,70,2.7,23.9,390,3.9,2
28182,Baked Products,"KELLOGG'S,POP-TARTS,ICE CRM SHOPPE FRSTD VANILLA MILKSHAKE T",12.8,398,4,70.1,2.7,23.9,391,4,2
28183,Baked Products,"KELLOGG'S,POP-TARTS MINI CRISPS,CINN BROWN SUGAR BKD BITES",2.5,433,4.8,79,1.7,33.4,525,3.5,0
28184,Baked Products,"KELLOGG'S,POP-TARTS MINI CRISPS,FRSTD CHOC BKD BITES",2.5,438,5,78.9,2.2,35.8,487,3.9,0
28185,Baked Products,"KELLOGG'S,POP-TARTS MINI CRISPS,FRSTD STRAWBERRY BKD BITES",2.5,440,4.7,79.1,1.5,35.3,510,4.5,0
28186,Baked Products,"KELLOGG'S,SPL K,CRACKER CHIPS,CHEDDAR",2.8,382,6.4,73.7,9.2,4.3,750,2.4,3
28187,Baked Products,"KELLOGG'S,SPL K,CRACKER CHIPS,SEA SALT",2.8,361,6.8,75.4,10.8,0.6,760,1.4,0
28188,Baked Products,"KELLOGG'S,SPL K,CRACKER CHIPS,SOUR CRM & ONION",2.8,365,7.1,74.3,9.8,3.5,764,2.2,2
28189,Baked Products,"KELLOGG'S,SPL K,CRACKER CHIPS,SOUTHWEST RANCH",2.8,380,6.2,74.8,9.3,4.3,750,1.8,2
28190,Baked Products,"KELLOGG'S,SPL K,MULTIGRAIN CRACKERS",2.5,401,9,75.4,8.6,20.8,848,1.4,0
28191,Baked Products,"KELLOGG'S,SPL K,SAVORY HERB CRACKERS",2.5,406,10.9,73.8,9.8,10.6,809,1.5,0
28192,Baked Products,"KELLOGG'S,POP-TARTS,GINGERBREAD TOASTER PASTRIES",12.75,393,4.1,70.8,1.4,28.6,433,3.5,0
28193,Baked Products,"KELLOGG'S,POP-TARTS,YUM-AZING VANILLA MILKSHAKE TOASTER PAST",12.75,398,4.1,70.2,2.7,23.4,389,3.8,2
28194,Baked Products,"MOTHER'S,4TH OF JULY CIRCUS ANIMAL COOKIES",2.2,487,3.8,68.3,0.8,44.2,192,24.7,1
28195,Baked Products,"MOTHER'S,CHOC CHIP COOKIES",3.1,490,5.7,67.6,1.7,32.9,527,8.1,34
28196,Baked Products,"MOTHER'S,CIRCUS ANIMAL COOKIES",2.2,515,3.8,68.3,0.8,43.5,192,24.7,1
28197,Baked Products,"MOTHER'S,COCNT COCADAS COOKIES",2.6,500,5.7,65.1,3,27.8,430,12.8,11
28198,Baked Products,"MOTHER'S,DOUBLE FUDGE CREME SNDWCH COOKIES",2,457,5.3,70,3.3,33.1,245,7.7,0
28199,Baked Products,"MOTHER'S,ENG TEA SNDWCH COOKIES",2.4,469,4.5,71,1.3,32,267,6.5,0
28200,Baked Products,"MOTHER'S,HALLOWEEN CIRCUS ANIMALS COOKIES",2.2,514,3.8,68.1,0.8,43.9,191,24.7,1
28201,Baked Products,"MOTHER'S,HOLIDAY CIRCUS ANIMAL COOKIES",2.2,515,3.8,68.3,0.8,44.3,192,24.7,1
28202,Baked Products,"MOTHER'S,ICED LEMONADE COOKIES",3.4,502,4.5,66.3,1,29.9,262,8,7
28203,Baked Products,"MOTHER'S,ICED OATMEAL COOKIES",3.5,463,5.4,71,2.7,36.3,493,5.8,1
28204,Baked Products,"MOTHER'S,JUNGLE ANIMAL COOKIES",2,514,3.8,68.3,0.8,44.2,192,24.3,1
28205,Baked Products,"MOTHER'S,MACAROON COOKIES",3.2,552,6.1,55.7,4.1,25.4,284,18.1,3
28206,Baked Products,"MOTHER'S,OLD FASHIONED CHOC CHIP COOKIES",3.3,500,5.4,66,2.2,34,383,9.1,10
28207,Baked Products,"MOTHER'S,OLD FASHIONED ICED OATMEAL COOKIES",2.5,461,6,72.8,2.7,35.8,597,5.4,0
28208,Baked Products,"MOTHER'S,PNUT BUTTER GAUCHOS COOKIES",3,482,7.4,65.7,2.7,32.3,434,4.2,0
28209,Baked Products,"MOTHER'S,TAFFY SNDWCH COOKIES",2.5,475,3.8,69.9,2.3,41.2,324,10.3,0
28210,Baked Products,"MURRAY,SUGAR FREE,VANILLA SUGAR WAFER",0.7,458,3.2,68.5,17.2,0.8,81,9.3,0
28211,Baked Products,"MURRAY,CHOCOLATEY CHIP THINS COOKIES",2.5,466,7.1,73.6,2,23.2,439,6.5,0
28212,Baked Products,"MURRAY,COOKIE JAR CLASSICS,COCNT BARS COOKIES",2.5,461,7.1,73.9,2,22.6,488,5.3,0
28213,Baked Products,"MURRAY,DUPLEX CREME SNDWCH COOKIES",2.5,475,4.9,72.6,1.8,37.6,412,6.2,0
28214,Baked Products,"MURRAY,LEMON CREME SNDWCH COOKIES",2.5,479,4.7,73.7,1.2,37.8,308,6.1,0
28215,Baked Products,"MURRAY,JACKS VANILLA WAFERS",4.5,438,4.8,78.1,1.1,37.6,331,3.8,6
28216,Baked Products,"MURRAY,OLD FASHIONED ICED OATMEAL COOKIES",4.5,459,5,71,1.7,32.5,589,5.6,0
28217,Baked Products,"MURRAY,SOUTHERN KITCHEN,CHOC CHIP COOKIES",3,493,5.5,66.5,2.5,30.5,493,9.1,0
28218,Baked Products,"MURRAY,SOUTHERN KITCHEN,COCNT COOKIES",3,511,5.7,65.5,3,30.4,202,11.5,7
28219,Baked Products,"MURRAY,SOUTHERN KITCHEN,ICED OATMEAL COOKIES",4.5,467,6.5,69.5,4.1,35.6,297,5.8,0
28221,Baked Products,"MURRAY,SUGAR FREE,CHOC CHIP & PECAN COOKIES",3.2,497,6,58.6,5.1,1.5,390,9.6,7
28222,Baked Products,"MURRAY,SUGAR FREE,FUDGE DIPPED GRAHAMS",1.5,483,5.7,63.3,3.8,0.4,278,19.1,1
28223,Baked Products,"MURRAY,SUGAR FREE,FUDGE DIPPED MINT COOKIES",1.5,481,6,63.5,4.6,0.6,364,18.9,1
28224,Baked Products,"MURRAY,SUGAR FREE,FUDGE DIPPED WAFERS",1.5,486,3.4,61.2,13.3,0.4,71,21.2,0
28225,Baked Products,"MURRAY,SUGAR FREE,PNUT BUTTER COOKIES",2.5,505,9.5,55.8,5.7,1.7,458,8.3,7
28226,Baked Products,"MURRAY,SUGAR FREE,PECAN SHORTBREAD COOKIES",3,514,5.9,57.3,4.6,1.1,351,10.1,12
28227,Baked Products,"MURRAY,SUGAR FREE,LEMON CREME SNDWCH COOKIES",3,469,4.9,68.3,3.3,1.2,189,7.8,0
28228,Baked Products,"MURRAY,SUGAR FREE,VANILLA CREME SNDWCH COOKIES",2,467,4.9,70,3.4,1.2,192,7.5,0
28229,Baked Products,"MURRAY,SUGAR FREE,SHORTBREAD COOKIES",3,431,7,71.6,5.7,1.3,476,5.7,1
28230,Baked Products,"MURRAY,SUGAR FREE,SHORTBREAD BITES",2.3,371,6.5,75.3,14.9,1.2,518,4.9,0
28231,Baked Products,"MURRAY,SUGAR FREE,VANILLA WAFER",3,412,5.9,74,5.6,1.4,281,5.4,5
28232,Baked Products,"MURRAY,VANILLA SUGAR WAFER",0.4,527,3.9,70,1,41,92,8.6,0
28233,Baked Products,"MURRAY,VANILLA WAFER",4.1,461,4,72.9,1.4,31.5,401,5.7,1
28234,Baked Products,"SUNSHINE,CHEEZ-IT,ASIAGO CRACKERS",2.3,502,8.7,62.6,2.1,1.3,763,5.6,6
28235,Baked Products,"SUNSHINE,CHEEZ-IT,BABY SWISS CRACKERS",2.3,503,8.6,63.1,2.2,1.4,629,5.6,5
28236,Baked Products,"SUNSHINE,CHEEZ-IT,BIG CRACKERS",2.3,507,11.4,57.4,2.4,0.5,753,6.1,1
28237,Baked Products,"SUNSHINE,CHEEZ-IT,CHEDDAR JACK CRACKERS",2.3,460,9.5,57.6,2.4,1.2,813,5.5,2
28238,Baked Products,"SUNSHINE,CHEEZ-IT,COLBY CRACKERS",2.3,512,9.55,59.25,2.2,1.2,761,6.4,2
28239,Baked Products,"SUNSHINE,CHEEZ-IT,DUOZ SHARP CHEDDAR PARMESAN CRACKERS",2.3,500,9.7,60.5,2.3,1.5,866,5.8,4
28240,Baked Products,"SUNSHINE,CHEEZ-IT,DUOZ SMOKED CHEDDAR MONTEREY JACK CRACKERS",2.3,507,9,60.8,2.2,0.9,898,6.1,3
28241,Baked Products,"SUNSHINE,GRIPZ,CHEEZ-IT CRACKERS",2.5,491,11,61,2.5,0.5,809,6.4,5
28242,Baked Products,"SUNSHINE,GRIPZ,CHEEZ-IT MIXX & CHEESY PIZZA CRACKERS",2.9,484,10.8,63.7,2.5,1,919,6.7,8
28243,Baked Products,"SUNSHINE,CHEEZ-IT,HOT & SPICY CRACKERS",2.5,513,8.3,61.2,2.9,1,988,6.3,0
28244,Baked Products,"SUNSHINE,CHEEZ-IT,ITALIAN FOUR CHS CRACKERS",2.3,500,8.4,62.4,2.2,0.7,833,5.5,5
28245,Baked Products,"SUNSHINE,CHEEZ-IT,CRACKERS (MADE W/ WHL GRAIN)",2.3,511,10.7,58.2,4.3,0.5,824,6.1,1
28246,Baked Products,"SUNSHINE,CHEEZ-IT,MOZZARELLA CRACKERS",2.3,500,8.6,64.1,2.2,1.4,593,5.4,5
28247,Baked Products,"SUNSHINE,CHEEZ-IT,PARMESAN GARLIC CRACKERS",2.5,503,8.5,62,2.1,1.6,869,5.5,5
28248,Baked Products,"SUNSHINE,CHEEZ-IT,PEPPER JACK CRACKERS",2.3,503,8.8,61.9,2.6,0.8,865,5.6,5
28249,Baked Products,"SUNSHINE,CHEEZ-IT,WHITE CHEDDAR,RED FAT CRACKERS",2.2,443,9.7,72,2.5,1.2,789,4,7
28250,Baked Products,"SUNSHINE,CHEEZ-IT,100 CAL RIGHT BITES,EX CHEESY PARTY MIX",3,473,8.5,65.3,3.1,2.7,1338,3.9,3
28251,Baked Products,"SUNSHINE,CHEEZ-IT,100 CAL RIGHT BITES,RED FAT",2.3,452,13.3,67,2.2,0.8,823,3.5,1
28252,Baked Products,"SUNSHINE,CHEEZ-IT,SCRABBLE JR. CRACKERS",2,466,10.9,67.9,2.6,0.6,612,4.5,12
28253,Baked Products,"SUNSHINE,CHEEZ-IT,SNACK MIX",3,438,9,66.7,3.7,2.2,1107,3.2,0
28254,Baked Products,"SUNSHINE,CHEEZ-IT,SNACK MIX,WHITE CHEDDAR",2.6,473,8.55,65.7,3.2,2.15,952,4.9,5
28255,Baked Products,"KEEBLER,ZESTA,EXPORT SODAS CRACKERS",3,414,5.6,74,3.3,2.3,597,2.33,0
28256,Baked Products,"AUSTIN,PNUT BUTTER ON CHS CRACKERS,SANDWICH-TYPE",2,492,10.8,59,3.2,9,843,3.7,0
28257,Baked Products,"AUSTIN,PNUT BUTTER ON TOASTY CRACKERS,SANDWICH-TYPE",2.7,489,10.6,60.2,3.2,11.6,772,3.6,0
28258,Baked Products,"AUSTIN,CHEDDAR CHS ON WAFER CRACKERS,SANDWICH-TYPE",2.7,489,7.8,62.6,1.3,14.3,978,5.8,3
28259,Baked Products,"KELLOGG'S,EGGO MINIS,PANCAKES,BTTRMLK",44.2,251,5.5,39.6,1,10.3,521,1.3,11
28260,Baked Products,"KELLOGG'S,EGGO,WAFFLES,CHOC CHIP",35.62,291,5.8,44.8,1.5,13.1,529,3.8,21
28261,Baked Products,"FAMOUS AMOS,CHOC SNDWCH CREME COOKIES",2,474,4.3,72.3,2.2,40.4,420,6.4,0
28262,Baked Products,"FAMOUS AMOS,VANILLA SNDWCH CREME COOKIES",2,485,4.9,73.8,1.3,37.2,260,6.3,0
28263,Baked Products,"KEEBLER,GRAHAMS,CINN CRISP",2.5,430,5.9,76.3,3.3,26.9,474,2.7,0
28264,Baked Products,"KEEBLER,OATMEAL COOKIES",4,478,7.1,67.7,4.5,30.9,325,6.3,0
28265,Baked Products,"KEEBLER,CHS & PNUT BUTTER SNDWCH CRACKERS",2,492,10.8,59,3.2,9,843,3.7,0
28266,Baked Products,"KEEBLER,READY CRUST,GRAHAM PIE CRUST (10""),RED FAT",2.2,472,4.9,73.5,2.5,29.7,483,3.8,0
28267,Baked Products,"KEEBLER,SANDIES,SIMPLY SHORTBREAD COOKIES",3,528,6,62.2,1.4,22.6,291,13.2,45
28268,Baked Products,"KEEBLER,SUGAR CONES",1,375,7.3,78,2.1,26.4,326,0.8,0
28269,Baked Products,"MOTHER'S,OLD FASHIONED OATMEAL COOKIES",2,470,6.5,71.2,3,31.3,640,5.9,0
28270,Baked Products,"MOTHER'S,VANILLA SNDWCH COOKIES",2.4,469,4.8,68.9,1.3,30.1,276,7.3,0
28271,Baked Products,"MURRAY,COOKIE JAR CLASSICS,BUTTER COOKIES",2.5,463,7.2,74.3,1.9,22.3,441,5.1,0
28272,Baked Products,"MURRAY,CHOC CREME SNDWCH COOKIES",2.5,473,4.9,71.3,2.2,38.4,507,6.5,0
28273,Baked Products,"MURRAY,VANILLA CREME SNDWCH COOKIES",2.5,477,4.9,73.9,1.3,36.9,317,6,0
28274,Baked Products,"MURRAY,HONEY GRAHAM",3.5,445,5.9,75.7,2.7,22,477,3.2,0
28275,Baked Products,"MURRAY,OLD FASHIONED GINGERSNAPS COOKIES",3,463,5.1,73.9,1.3,31.4,541,5.3,0
28276,Baked Products,"MURRAY,SOUTHERN KITCHEN,OATMEAL COOKIES",4,478,7.1,67.7,4.5,30.9,325,6.3,0
28277,Baked Products,"MURRAY,SUGAR FREE,CHOC CHIP COOKIES",3,469,5.6,63.6,4.8,1.2,411,10.5,7
28278,Baked Products,"MURRAY,SUGAR FREE,OATMEAL COOKIES",3,451,6.7,66.6,8.5,1.2,410,7.2,5
28279,Baked Products,"MURRAY,SUGAR FREE,CHOC CREME SNDWCH COOKIES",2.5,465,5.3,65.9,4.5,1.1,329,8.3,1
28280,Baked Products,"SUNSHINE,CHEEZ-IT,ORIGINAL CRACKERS",2.3,507,11.4,57.4,2.4,0.5,753,6.1,1
28281,Baked Products,"SUNSHINE,CHEEZ-IT,RED FAT CRACKERS",2.3,449,13.3,67,2.2,0.8,823,3.5,1
28282,Baked Products,"SUNSHINE,KRISPY,SOUP & OYSTER CRACKERS (LARGE)",2.5,416,8.6,76.1,2.6,2.4,1536,1.6,0
28283,Baked Products,"KEEBLER,ZESTA,SALTINES,ORIGINAL",2.5,418,8.2,76.1,2.5,1.6,1021,1.3,0
28284,Baked Products,"KEEBLER,ZESTA,SALTINES W/ WHL WHEAT",2.8,416,8.4,75.1,3.2,2.1,1532,1.4,0
28285,Baked Products,"BREAD,CHAPATI OR ROTI,WHL WHEAT,FRZ",35.43,299,7.85,46.13,9.7,2.93,298,3.311,0
28286,Baked Products,"BREAD,PARATHA (INDIAN BREAD),WHL WHEAT,FRZ",33.5,326,6.36,45.35,9.6,4.15,452,5.826,1
28287,Baked Products,"BREAD,NAAN (INDIAN BREAD),WHL WHEAT,REFR",34.9,286,10.2,46.21,4.8,3.4,467,2.907,1
28288,Baked Products,"BREAD,ROLL,MEXICAN,BOLLILO",26.05,318,10.65,55.77,2.2,3.55,506,1.401,1
28289,Baked Products,"COOKIE,VANILLA W/ CARAMEL,COCNT,& CHOC COATING",5.7,489,3.5,64.1,4.4,35.8,182,17.7,2
28290,Baked Products,"COOKIE,W/ PNUT BUTTER FILLING,CHOCOLATE-COATED",1.8,558,8.1,52.2,3.5,30.9,371,19.2,0
28291,Baked Products,"COOKIES,ANIMAL,W/ FRSTNG OR ICING",2,509,3,70.09,0.9,41.1,257,16.2,0
28292,Baked Products,"CRACKERS,MULTIGRAIN",2.5,482,7.1,67.6,3.5,12,883,3.3,0
28293,Baked Products,"COOKIE,BUTTER OR SUGAR,W/ CHOC ICING OR FILLING",2,503,4.1,68.83,1.9,33.8,348,14.8,1
28294,Baked Products,"COOKIE,CHOC,W/ ICING OR COATING",2,507,4.5,67.87,2.3,32,380,16.5,0
28295,Baked Products,"TORTILLAS,RTB OR -FRY,WHL WHEAT",30.15,310,9.76,45.89,9.8,2.44,512,4.878,0
28296,Baked Products,"CAKE,SNACK CAKES,CREME-FILLED,CHOC W/ FRSTNG,LOW-FAT",11.31,409,3.71,69.37,14.9,33.42,483,5.57,93
28297,Baked Products,"CAKE,SNACK CAKES,NOT CHOC,W/ ICING OR FILLING,LOW-FAT",10.27,405,3.71,72.49,14.9,29.71,316,3.713,93
28298,Baked Products,"COOKIES,BROWNIES,COMMLY PREP,RED FAT",24.83,345,2.77,61.58,11.1,38.73,290,2.766,0
28299,Baked Products,"COOKIES,CHOC SNDWCH,W/ CREME FILLING,RED FAT",6.23,436,2.94,76.17,2.9,41.18,471,2.941,0
28300,Baked Products,"COOKIES,OATMEAL SNDWCH,W/ CREME FILLING",22.1,398,2.61,55.62,2.6,31.36,444,5.226,0
28301,Baked Products,"COOKIES,PNUT BUTTER,COMMLY PREP,SUGAR FREE",6.17,523,10.34,50.52,3.4,0,448,8.621,17
28302,Baked Products,"COOKIES,GRAHAM CRACKERS,PLN OR HONEY,LOWFAT",8.01,386,5.71,77.96,5.7,22.86,629,0,0
28303,Baked Products,"CRACKERS,CHS,WHL GRAIN",14.26,412,9.62,57.29,6.4,0,802,3.206,16
28304,Baked Products,"WAFFLES,WHL WHEAT,LOWFAT,FRZ,RTH",38.39,257,7.14,49.16,4.3,4.29,557,0.714,0
28305,Baked Products,"PANCAKES,PLN,RED FAT",33.34,269,5.71,57.32,1,8.57,429,0,24
28309,Baked Products,"COOKIES,COCNT MACAROON",11.5,460,3.02,61.22,5.1,45.16,241,20.099,0
36001,Restaurant Foods,"APPLEBEE'S,DOUBLE CRUNCH SHRIMP",40.12,323,12.31,25.96,2.6,1.07,838,3.366,86
36002,Restaurant Foods,"APPLEBEE'S,FRENCH FR",41.29,290,3.31,39.5,3.9,0,618,2.333,1
36003,Restaurant Foods,"APPLEBEE'S,KRAFT,MACARONI & CHS,FROM KID'S MENU",68.28,143,5.01,21.08,1.3,3.7,288,1.312,7
36004,Restaurant Foods,"APPLEBEE'S,MOZZARELLA STKS",40.65,316,14.87,22.87,2.1,2.8,838,6.73,33
36005,Restaurant Foods,"APPLEBEE'S,CHICK TENDERS,FROM KIDS' MENU",43.42,296,19.25,18.36,1.2,0.39,763,2.852,51
36007,Restaurant Foods,"T.G.I. FRIDAY'S,FRENCH FR",42.23,296,3.74,36.9,4.1,0,409,2.6,1
36008,Restaurant Foods,"T.G.I. FRIDAY'S, fried mozzarella",37.02,333,15.82,25.33,2.2,1.45,738,7.172,43
36009,Restaurant Foods,"T.G.I. FRIDAY'S,MACARONI & CHS,FROM KID'S MENU",72.51,121,5.03,17.4,1,1.65,482,1.63,8
36010,Restaurant Foods,"T.G.I. FRIDAY'S,CHICK FINGERS,FROM KIDS' MENU",40.49,330,18.11,17.72,0.9,0.34,792,3.916,44
36012,Restaurant Foods,"RESTAURANT,FAMILY STYLE,FRIED MOZZARELLA STKS",38.44,325,14.75,25.14,2,2.36,861,6.848,36
36014,Restaurant Foods,"RESTAURANT,FAMILY STYLE,FRENCH FR",43.19,289,3.49,37.2,3.9,0.28,357,2.489,1
36015,Restaurant Foods,"RESTAURANT,FAMILY STYLE,CHICK FINGERS,FROM KID'S MENU",42.17,307,18.68,18.77,1.1,0.33,809,3.199,46
36016,Restaurant Foods,"RESTAURANT,FAMILY STYLE,SHRIMP,BREADED & FRIED",43.02,308,12.67,22.29,1.5,0.91,1125,3.361,87
36017,Restaurant Foods,"RESTAURANT,FAMILY STYLE,MACARONI & CHS,FROM KIDS' MENU",68.24,151,5.42,18.8,1.1,3.09,361,2.147,10
36018,Restaurant Foods,"APPLEBEE'S,FISH,HAND BATTERED",58.82,202,13.23,16.65,0.9,0.51,607,1.613,34
36019,Restaurant Foods,"APPLEBEE'S,CHILI",71.31,157,12.56,4.57,1.4,2.27,381,4.15,45
36020,Restaurant Foods,"T.G.I. FRIDAY'S,CHICK FINGERS",41.32,325,18.68,16.84,0.8,0.23,787,3.905,46
36021,Restaurant Foods,"APPLEBEE'S,COLESLAW",78.15,120,0.79,13.17,2.8,9.33,178,1.061,2
36023,Restaurant Foods,"APPLEBEE'S,CHICK TENDERS PLATTER",43.38,297,19.62,17.98,1,0.36,740,2.849,52
36024,Restaurant Foods,"CRACKER BARREL,CHICK TENDERLOIN PLATTER,FRIED",43.12,293,18.06,20.29,0.7,0.09,874,2.763,40
36025,Restaurant Foods,"CRACKER BARREL,COLESLAW",72.18,175,0.89,13.01,1.6,11.07,110,2.039,11
36027,Restaurant Foods,"DENNY'S,CHICK STRIPS",41.37,295,19.17,22.03,1.1,0.29,798,2.585,44
36028,Restaurant Foods,"DENNY'S,COLESLAW",71.77,183,0.97,10.88,1.3,8.16,376,2.344,23
36029,Restaurant Foods,"DENNY'S,FISH FILLET,BATTERED OR BREADED,FRIED",54.66,234,13.75,17.41,1,0.4,516,2.139,37
36032,Restaurant Foods,"DENNY'S,SPAGHETTI & MEATBALLS",66.64,170,7.84,15.51,1.5,2.03,351,3.104,19
36033,Restaurant Foods,"RESTAURANT,FAMILY STYLE,FISH FILLET,BATTERED OR BREAD,FRIED",56.74,219,13.49,16.89,0.9,0.45,561,1.876,36
36034,Restaurant Foods,"RESTAURANT,FAMILY STYLE,CHICK TENDERS",42.3,302,18.88,19.29,0.9,0.24,800,2.946,46
36035,Restaurant Foods,"RESTAURANT,FAMILY STYLE,COLESLAW",74.03,159,0.88,12.35,1.9,9.54,221,1.909,8
36037,Restaurant Foods,"RESTAURANT,FAMILY STYLE,CHILI W/ MEAT & BNS",71.31,157,12.56,4.57,1.4,2.27,381,4.023,45
36038,Restaurant Foods,"RESTAURANT,FAMILY STYLE,SPAGHETTI & MEATBALLS",66.64,170,7.84,15.51,1.5,2.03,351,3.104,19
36040,Restaurant Foods,"CRACKER BARREL,MACARONI N' CHS",64.53,194,6.49,15.61,1.1,2.83,375,4.178,18
36041,Restaurant Foods,"RESTAURANT,ITALIAN,LASAGNA W/ MEAT",64.87,185,10.83,11.36,1.5,3.15,466,4.941,36
36042,Restaurant Foods,"OLIVE GARDEN,LASAGNA CLASSICO",65.29,184,11.28,10.33,1.6,3.53,450,5.347,40
