nbd,foodgrp,name,water,energy,protein,carb,fiber,sugar,sodium,satfat,chol
19145,Sweets,"CANDIES,NESTLE,CRUNCH BAR&DSSRT TOPPING",0.65,500,5,67,1.9,55,150,16,13
19146,Sweets,"BAKING CHOC,MARS SNACKFOOD US,M&M'S MILK CHOC MINI BAK BITS",1.5,502,4.78,68.4,2.7,62.54,68,14.466,15
19147,Sweets,"CANDIES,PEANUT BAR",1.6,522,15.5,47.4,4.1,42.22,156,4.678,0
19148,Sweets,"CANDIES,PNUT BRITTLE,PREPARED-FROM-RECIPE",0.7,486,7.57,71.24,2.5,51.33,445,4.144,12
19149,Sweets,"CANDIES,NESTLE,RAISINETS CHOC COVERED RAISINS",6.4,422,4.4,71,2.2,59,33,11,11
19150,Sweets,"CANDIES,REESE'S PNUT BUTTER CUPS",1.44,515,10.24,55.36,3.6,47.17,357,10.73,6
19151,Sweets,"CANDIES,REESE'S PIECES CANDY",1,497,12.46,59.86,3,53.25,194,16.42,0
19152,Sweets,"CANDIES,ROLO CARAMELS IN MILK CHOC",4.6,474,5.08,67.95,0.9,63.93,188,14.542,12
19153,Sweets,"CANDIES,NESTLE,AFTER EIGHT MINTS",6.3,432,1.67,79.53,2.4,66.6,1,8.33,0
19154,Sweets,"CANDIES,SESAME CRUNCH",2.2,516,11.6,50.3,7.7,31.17,167,4.662,0
19155,Sweets,"CANDIES,MARS SNACKFOOD US,SNICKERS BAR",5.55,491,7.53,61.51,2.3,50.47,239,9.069,13
19156,Sweets,"CANDIES,MARS SNACKFOOD US,STARBURST FRUIT CHEWS,ORIG FRUIT",8.51,408,0.41,82.57,0,58.12,2,7.778,0
19157,Sweets,"CANDIES,MARS SNACKFOOD US,M&M'S MINIS MILK CHOC CANDIES",1.19,502,4.78,68.4,2.7,62.54,68,14.466,15
19159,Sweets,"CANDIES,MARS SNACKFOOD US,3 MUSKETEERS BAR",5.8,436,2.6,77.77,1.5,66.89,194,8.646,5
19160,Sweets,"CANDIES,MARS SNACKFOOD US,TWIX CARAMEL COOKIE BARS",4.23,502,4.91,64.8,1.1,48.25,198,18.96,7
19161,Sweets,"CANDIES,MARS SNACKFOOD US,TWIX PNUT BUTTER COOKIE BARS",1.82,536,9.18,54.15,3.1,36.13,226,15.758,6
19162,Sweets,"CANDIES,WHATCHAMACALLIT CANDY BAR",3.04,494,8.04,63.23,1.9,48.86,299,17.04,12
19163,Sweets,CHEWING GUM,2.6,360,0,96.7,2.4,66.08,1,0.042,0
19165,Sweets,"COCOA,DRY PDR,UNSWTND",3,228,19.6,57.9,37,1.75,21,8.07,0
19166,Sweets,"COCOA,DRY PDR,UNSWTND,PROC W/ALKALI",2.7,220,18.1,58.3,29.8,1.76,19,7.76,0
19168,Sweets,"DESSERTS,EGG CUSTARD,BKD,PREPARED-FROM-RECIPE",78.86,104,5.02,11,0,11,61,2.164,84
19170,Sweets,"EGG CUSTARDS,DRY MIX,PREP W/ WHL MILK",73.45,122,3.99,17.6,0,4.82,84,2.032,51
19172,Sweets,"GELATIN DSSRT,DRY MIX",1,381,7.8,90.5,0,86.04,466,0,0
19173,Sweets,"GELATIN DSSRT,DRY MIX,PREP W/ H2O",84.39,62,1.22,14.19,0,13.49,75,0,0
19175,Sweets,"GELATIN DSSRT,DRY MIX,RED CAL,W/ ASPRT",1.93,198,15.67,80.21,0.1,0,862,0,0
19176,Sweets,"GELATIN DSSRT,DRY MIX,RED CAL,W/ ASPRT,PREP W/ H2O",94.74,20,0.83,4.22,0,0,48,0,0
19177,Sweets,"GELATINS,DRY PDR,UNSWTND",13,335,85.6,0,0,0,196,0.07,0
19181,Sweets,"CANDIES,YORK BITES",9.09,394,1.78,81.64,2,75,46,4.43,1
19182,Sweets,"DESSERTS,MOUSSE,CHOC,PREPARED-FROM-RECIPE",62.94,225,4.14,16.07,0.6,14.81,38,9.151,140
19183,Sweets,"PUDDINGS,CHOC,RTE",69.46,142,2.09,23.01,0,17.17,152,1.263,1
19184,Sweets,"PUDDINGS,CHOC,DRY MIX,INST",3.2,378,2.3,87.9,3.6,67.86,1771,0.825,0
19186,Sweets,"DESSERTS,APPL CRISP,PREPARED-FROM-RECIPE",62.91,161,1.75,30.84,1.4,19.68,351,0.685,0
19188,Sweets,"DESSERTS,PUDD,CHOC,DRY MIX,REG",4,362,2.6,89.3,4.5,42.88,479,1.234,0
19189,Sweets,"PUDDINGS,CHOC,DRY MIX,INST,PREP W/ WHOLE MILK",73.13,120,3.16,19.64,0.8,11.96,98,1.81,9
19190,Sweets,"PUDDINGS,CHOC,DRY MIX,REG,PREP W/ 2% MILK",73.94,111,3.28,19.76,0.8,11.85,102,1.289,7
19193,Sweets,"Puddings, rice, ready-to-eat",75.15,108,3.23,18.39,0.3,11.59,97,1.208,12
19201,Sweets,"PUDDINGS,VANILLA,RTE",71.66,130,1.45,22.6,0,16.97,142,1.016,1
19202,Sweets,"PUDDINGS,VANILLA,DRY MIX,INST",2.6,377,0,92.9,0,92.9,1441,0.432,0
19203,Sweets,"PUDDINGS,VANILLA,DRY MIX,INST,PREP W/ WHL MILK",73.5,114,2.7,19.7,0,18.03,286,1.74,11
19205,Sweets,"EGG CUSTARDS,DRY MIX,PREP W/ 2% MILK",74.44,112,4.13,17.61,0,4.63,87,1.475,49
19206,Sweets,"PUDDINGS,VANILLA,DRY MIX,REG",3.9,379,0.3,93.5,0.6,79.34,635,0.09,0
19207,Sweets,"PUDDINGS,VANILLA,DRY MIX,REG,PREP W/ WHL MILK",74.49,113,2.8,18.92,0.1,17.09,156,1.643,9
19216,Sweets,"CANDIES,PRALINE,PREPARED-FROM-RECIPE",10.36,485,3.3,59.59,3.5,55.79,48,2.224,0
19218,Sweets,"PUDDINGS,TAPIOCA,RTE",71.84,130,1.95,21.69,0,14.91,145,0.962,1
19226,Sweets,"FROSTINGS,CHOC,CREAMY,RTE",17,397,1.1,63.2,0.9,57.7,183,5.526,0
19227,Sweets,"FROSTINGS,COCONUT-NUT,RTE",21,433,1.5,52.7,2.5,40,160,8.631,0
19228,Sweets,"FROSTINGS,CRM CHEESE-FLAVOR,RTE",15.1,415,0.1,67.32,0,63.54,191,4.545,0
19230,Sweets,"FROSTINGS,VANILLA,CREAMY,RTE",15.07,418,0,67.89,0,63.1,184,2.974,0
19233,Sweets,"PUDDINGS,VANILLA,RTE,FAT FREE",76.93,89,2.02,20.16,0,15.12,191,0,0
19234,Sweets,"PUDDINGS,TAPIOCA,RTE,FAT FREE",76.25,94,1.44,21.31,0,14.18,187,0.122,1
19235,Sweets,"PUDDINGS,CHOC,RTE,FAT FREE",76.23,93,1.93,20.87,0.3,15.75,154,0,1
19236,Sweets,"CANDIES,HERSHEY'S MILK CHOC W/ ALMOND BITES",1.19,568,9.76,51.72,3.6,44.59,74,17.39,19
19238,Sweets,"CANDIES,REESE'S BITES",1.65,521,11.34,55.18,3.1,48.03,179,18,7
19239,Sweets,"CANDIES,REESE'S NUTRAGEOUS CANDY BAR",1.5,517,11.28,52.8,3.9,40.22,141,8.86,3
19241,Sweets,"FROSTINGS,CHOC,CREAMY,DRY MIX,PREP W/ BUTTER",13.33,408,1.11,71.8,1.9,0.01,124,8.369,24
19243,Sweets,"CANDIES,HEATH BITES",0.86,530,3.94,63.39,2,60.02,245,15.62,19
19248,Sweets,"CANDIES,HERSHEY'S,ALMOND JOY BITES",1.26,563,5.58,57.54,4.3,51.71,39,20.6,11
19249,Sweets,"CANDIES,HERSHEY,REESESTICKS CRISPY WAFERS,PNUT BUT,MILK CHOC",1.6,521,9.53,55.38,3.3,40.33,264,13.21,6
19250,Sweets,"CANDIES,HERSHEY,KIT KAT BIG KAT BAR",1.1,520,6.24,63.64,1.9,53.96,64,17.99,9
19252,Sweets,"CANDIES,REESE'S,FAST BREAK,MILK CHOC PNT BTR & SFT NUGTS",4.1,474,8.66,61.6,2.9,53.08,330,8.23,4
19254,Sweets,"CANDIES,MARS SNACKFOOD US,DOVE MILK CHOC",1.61,546,5.94,59.78,2.4,55.45,63,19.24,18
19255,Sweets,"CANDIES,MARS SNACKFOOD US,DOVE DK CHOC",1.66,520,5.19,59.4,7.6,46.27,4,19.209,7
19256,Sweets,"CANDIES,MARS SNACKFOOD US,MILKYWAYCARAML,MILKCHOCOV",6.99,463,4.28,68.49,0.7,58.65,273,13.157,20
19258,Sweets,"CANDIES,MARS SNACKFOOD US,MILKY WAY CARML. DKCHOCCOV",6.99,458,3.82,67.56,2.8,54.08,246,13.814,17
19260,Sweets,"ICE CREAMS,VANILLA,LT,NO SUGAR ADDED",65.52,169,3.97,21.42,0,6.46,96,4.048,27
19263,Sweets,"FROZEN NOVELTIES,FRUIT & JUC BARS",78.3,87,1.2,20.2,1,17.48,4,0,0
19265,Sweets,"ICE CREAMS,CHOC,LT,NO SUGAR ADDED",62.99,173,3.54,26.79,0.9,5.65,75,3.61,16
19268,Sweets,"CANDIES,DK CHOC COATD COFFEE BNS",1.47,540,7.5,59.95,7.5,42.5,25,15,13
19270,Sweets,"ICE CREAMS,CHOC",55.7,216,3.8,28.2,1.2,25.36,76,6.8,34
19279,Sweets,"CANDIES,MILK CHOC COATD COFFEE BNS",2.42,549,7.41,55.25,5.7,50.75,70,18.138,20
19280,Sweets,"FROZEN NOVELTIES,ICE TYPE,LIME",66.9,128,0.4,32.6,0,32.6,22,0,0
19283,Sweets,"FROZEN NOVELTIES,ICE TYPE,POP",80.49,79,0,19.23,0,13.66,7,0.013,0
19292,Sweets,"CANDIES,MARS SNACKFOOD US,M&M'S CRISPY CHOC CANDIES",1.7,475,4.28,72.4,2,58.94,136,11.651,12
19293,Sweets,"FROZEN YOGURTS,VANILLA,SOFT-SERVE",65.3,159,4,24.2,0,24,87,3.42,2
19294,Sweets,"FRUIT BUTTERS,APPLE",56.45,173,0.39,42.47,1.5,35.3,15,0.053,0
19295,Sweets,"CANDIES,MARS SNACKFOOD US,SNICKERS MUNCH BAR",2.99,536,15.25,43.64,4.7,30.87,358,8.819,24
19296,Sweets,HONEY,17.1,304,0.3,82.4,0.2,82.12,4,0,0
19297,Sweets,JAMS AND PRESERVES,30.47,278,0.37,68.86,1.1,48.5,32,0.01,0
19300,Sweets,JELLIES,29.77,266,0.15,69.95,1,51.22,30,0.005,0
19302,Sweets,"CANDIES,MARS SNACKFOOD US,SNICKERS ALMOND BAR",5.45,472,5.4,64.67,2.6,53.93,156,8.534,13
19303,Sweets,"MARMALADE,ORANGE",33.2,246,0.3,66.3,0.7,60,56,0,0
19304,Sweets,MOLASSES,21.87,290,0,74.73,0,74.72,37,0.018,0
19306,Sweets,"CANDIES,MARS SNACKFOOD US,POP SNICKERS BITE SIZE CANDIES",5.78,480,7.15,61.07,2.3,51.69,224,9.891,13
19307,Sweets,"CANDIES,MARS SNACKFOOD US,POP MILKY WAY BITE SIZE",5.78,463,3.3,71.85,1,61.08,146,8.889,11
19308,Sweets,"CANDIES,MARS SNACK US,POP'ABLES 3 MUSKETEERS BITE SIZE",5.3,443,2.59,75.94,1.3,67,172,9.921,7
19309,Sweets,"CANDIES,MARS SNACK US,STARBURST FRUIT CHEWS,FRT&CREM",8.7,408,0.41,82.43,0,57.98,2,7.931,0
19312,Sweets,"PIE FILLINGS,APPL,CND",73.4,100,0.1,26.1,1,13.8,47,0,0
19313,Sweets,"CANDIES,MARS SNACKFOOD US,STARBURST FRUIT CHEWS,TROP",8.51,409,0.41,82.76,0,58.18,2,8.048,0
19315,Sweets,"CANDIES,MARS SNACKFOOD US,STARBURST SOUR FRUIT CHEWS",10.89,400,0.39,79.73,0,56.1,89,7.52,0
19318,Sweets,"PUDDINGS,BANANA,DRY MIX,INST",2.8,367,0,92.7,0,76.57,1499,0.09,0
19319,Sweets,"PUDDINGS,BANANA,DRY MIX,INST,PREP W/ WHL MILK",73.62,115,2.62,19.76,0,17.38,290,1.562,9
19320,Sweets,"PUDDINGS,BANANA,DRY MIX,REG",4.1,366,0,93,0.3,74.32,788,0.09,0
19321,Sweets,"PUDDINGS,BANANA,DRY MIX,REG,PREP W/ WHL MILK",74.96,111,2.74,18.44,0,15.98,158,1.634,9
19322,Sweets,"DESSERTS,PUDD,COCNT CRM,DRY MIX,INST",2.2,415,0.9,83.5,4,64,1040,10,0
19324,Sweets,"PUDDINGS,COCNT CRM,DRY MIX,REG",3.7,434,1,81.84,1.6,80.54,682,11.364,0
19326,Sweets,"CANDIES,MARS SNACKFOOD US,COCOAVIA CHOC BAR",0.7,539,5.81,62.99,8.7,39.19,7,15.703,0
19327,Sweets,"CANDIES,MARS SNACK US,COCOAVIA BLUEBERRY & ALMOND CHOC BAR",2.9,525,6.35,60.37,9.1,38.99,8,13.07,0
19328,Sweets,"CANDIES,MARS SNACKFOOD US,COCOAVIA CRISPY CHOC BAR",1.9,517,8.21,62.06,7.8,34.96,40,14.007,0
19333,Sweets,"PUDDING,LEMON,DRY MIX,REG,PREP W/ SUGAR,EGG YOLK & H2O",73.62,109,0.65,24.2,0,13.51,63,0.382,49
19334,Sweets,"SUGARS,BROWN",1.34,380,0.12,98.09,0,97.02,28,0,0
19335,Sweets,"SUGARS,GRANULATED",0.02,387,0,99.98,0,99.8,1,0,0
19336,Sweets,"SUGARS,POWDERED",0.23,389,0,99.77,0,97.81,2,0,0
19337,Sweets,"SWEETENERS,TABLETOP,ASPRT,EQ,PACKETS",8.75,365,2.17,89.08,0,80.7,0,0,0
19340,Sweets,"SUGARS,MAPLE",8,354,0.1,90.9,0,84.87,11,0.036,0
19345,Sweets,"SYRUPS,CHOC,HERSHEY'S GENUINE CHOC FLAV LITE SYRUP",62.16,153,1.4,34.56,0,28.57,100,0,0
19348,Sweets,"SYRUPS,CHOC,FUDGE-TYPE",21.8,350,4.6,62.9,2.8,34.82,346,3.98,1
19349,Sweets,"SYRUPS,CORN,DK",22.01,286,0,77.59,0,77.59,155,0,0
19350,Sweets,"SYRUPS,CORN,LT",22.81,283,0,76.79,0,76.77,62,0,0
19351,Sweets,"SYRUPS,CORN,HIGH-FRUCTOSE",24,281,0,76,0,75.65,2,0,0
19352,Sweets,"SYRUPS,MALT",21.1,318,6.2,71.3,0,71.3,35,0,0
19353,Sweets,"SYRUPS,MAPLE",32.39,260,0.04,67.04,0,60.46,12,0.007,0
19355,Sweets,"SYRUPS,SORGHUM",22.7,290,0,74.9,0,74.9,8,0,0
19359,Sweets,"CANDIES,MARS SNACKFOOD US,SNICKERS CRUNCHER",4.47,488,6.86,62.85,1.9,46.54,189,12.703,9
19360,Sweets,"SYRUPS,TABLE BLENDS,PANCAKE,W/2% MAPLE",30.1,265,0,69.6,0,42,61,0.018,0
19361,Sweets,"SYRUPS,TABLE BLENDS,CANE&15% MAPLE",30.1,278,0,69.52,0.1,68.2,104,0.02,0
19363,Sweets,"CANDIES,MARS SNACKFOOD US,SKITTLES WILD BERRY BITE SIZE",3.83,402,0.19,90.76,0,75.92,15,4.115,0
19365,Sweets,"TOPPINGS,MARSHMLLW CRM",19.8,322,0.8,79,0.1,46.8,80,0.056,0
19366,Sweets,"TOPPINGS,PINEAPPLE",33,253,0.1,66.4,0.4,21.01,42,0.018,0
19367,Sweets,"TOPPINGS,NUTS IN SYRUP",14.69,448,4.5,58.08,2.3,36.72,42,1.96,0
19369,Sweets,"CANDIES,MARS SNACKFOOD US,SKITTLES SOURS ORIGINAL",3.83,401,0.18,91.02,0,73.16,14,3.765,0
19370,Sweets,"CANDIES,MARS SNACKFOOD US,SKITTLES ORIGINAL BITE SIZE CAND",3.83,405,0.19,90.78,0,75.84,15,4.115,0
19375,Sweets,"FROSTINGS,GLAZE,PREPARED-FROM-RECIPE",15.27,341,0.44,83.65,0,80.44,6,0.271,1
19379,Sweets,"CANDIES,FUDGE,CHOC MARSHMLLW,PREPARED-FROM-RECIPE",7.82,453,2.26,71.34,1.7,64.06,85,10.669,25
19382,Sweets,"CANDIES,TAFFY,PREPARED-FROM-RECIPE",4.85,397,0.03,91.56,0,68.48,52,2.049,9
19383,Sweets,"CANDIES,TOFFEE,PREPARED-FROM-RECIPE",0.55,560,1.07,64.72,0,63.47,135,20.565,104
19384,Sweets,"CANDIES,DIVINITY,PREPARED-FROM-RECIPE",9.16,364,1.32,89.05,0,78.96,34,0,0
19400,Snacks,BANANA CHIPS,4.3,519,2.3,58.4,7.7,35.34,6,28.97,0
19404,Snacks,"GRANOLA BARS,SOFT,UNCOATED,CHOC CHIP",6.45,418,5.65,70.2,3.8,28.92,251,6.061,0
19409,Sweets,"FROSTING,GLAZ,CHC,PREP-FRM-RCIP,W/ BUTR,NFSMI RECIP NO. C-32",18.27,359,1.42,72.18,1.1,64.3,132,4.483,18
19410,Snacks,"POTATO CHIPS,MADE FROM DRIED POTATOES,PLN",2.37,545,4.62,55.38,2.9,0.76,400,8.643,0
19411,Snacks,"POTATO CHIPS,PLAIN,SALTED",1.86,532,6.39,53.83,3.1,0.33,527,3.4,0
19415,Snacks,"SNACKS,POTATO STKS",2.2,522,6.7,53.3,3.4,0.22,633,8.88,0
19418,Snacks,"SESAME STKS,WHEAT-BASED,SALTED",2,541,10.9,46.5,2.8,0.19,1488,6.48,0
19419,Snacks,CORN CAKES,4.6,387,8.1,83.4,1.9,23.47,488,0.42,0
19422,Snacks,"SNACKS,POTATO CHIPS,RED FAT",1,471,7.1,66.9,5.9,0.22,492,4.16,0
19423,Snacks,"SNACKS,POTATO CHIPS,FAT-FREE,MADE W/OLESTRA",2,274,7.74,65,6.8,0,554,0.24,0
19433,Snacks,"TORTILLA CHIPS,LOFAT,BKD WO/FAT",1.7,415,11,80,5.3,0.67,517,0.85,0
19434,Snacks,"CHEESE PUFFS & TWISTS,CORN BSD,BKD,LOFAT",3,432,8.5,72.35,10.7,7.29,847,2.1,1
19436,Snacks,"POPCORN,SUGAR SYRUP/CARAMEL,FAT-FREE",6,381,2,90.06,2.5,64.68,286,0.2,0
19437,Snacks,"POTATO CHIPS,FAT FREE,SALTED",2,379,9.64,83.76,7.5,3.69,643,0.15,0
19438,Snacks,"SNACKS,KELLOGG,KELLOGG'S RICE KRISPIES TREATS SQUARES",5.9,414,3.4,80.5,0.6,19.36,351,1.4,0
19440,Snacks,"SNACKS,M&M MARS,KUDOS WHL GRAIN BARS,CHOC CHIP",4.9,420,4.47,72.31,2.6,38.78,246,4.701,0
19444,Snacks,"SNACKS,TORTILLA CHIPS,LOFAT,MADE W/OLESTRA,NACHO CHS",1.66,318,8.44,65.22,6.4,2.82,705,1.054,2
19445,Snacks,"SNACKS,POTATO CHIPS,FRM DRIED POTATOES,FAT-FREE,W/ OLESTRA",2.63,253,5.06,56,7.3,0.59,429,0.355,0
19524,Snacks,TARO CHIPS,2,498,2.3,68.1,7.2,3.82,342,6.43,0
19719,Sweets,"JAMS&PRESERVES,APRICOT",34.5,242,0.7,64.4,0.3,43.4,40,0.01,0
19802,Snacks,"SNACKS,CORN-BASED,EXTRDD,PUFFS OR TWISTS,CHEESE-FLAVOR,UNENR",1.5,558,5.76,54.1,2.2,2.76,896,5.512,4
19811,Snacks,"POTATO CHIPS,PLN,UNSALTED",1.9,536,7,52.9,4.8,0.22,8,10.96,0
19814,Snacks,"SNACKS,PRETZELS,HARD,PLN,MADE W/ ENR FLR,UNSALTED",3.3,381,9.1,79.2,2.8,2.21,250,0.75,0
19816,Snacks,"RICE CAKES,BROWN RICE,PLN,UNSALTED",5.8,387,8.2,81.5,4.2,0.88,26,0.57,0
19823,Snacks,"POTATO CHIPS,WO/SALT,RED FAT",1,487,7.1,67.8,6.1,0.22,8,4.16,0
19833,Snacks,"TORTILLA CHIPS,LOFAT,UNSALTED",1.7,416,11,80.1,5.3,0.85,15,0.85,0
19858,Sweets,"CANDIES,SUGAR-COATED ALMONDS",2.3,474,10,68.26,2.5,62.5,13,1.948,0
19859,Sweets,"COCOA,DRY PDR,HI-FAT OR BRKFST,PLN",3,486,16.8,51.39,29.8,1.55,20,12.64,0
19860,Sweets,"COCOA,DRY PDR,HI-FAT OR BRKFST,PROC W/ALKALI",3,479,16.8,49.71,33.9,1.53,20,12.64,0
19866,Sweets,"CANDIES,SOFT FRUIT & NUT SQUARES",13.88,390,2.31,73.81,2.4,45.95,131,0.898,0
19867,Sweets,"ICE CREAMS,VANILLA,FAT FREE",64.35,138,4.48,30.06,1,6.3,97,0,0
19868,Sweets,"SWEETENERS,TABLETOP,SUCRALOSE,SPLENDA PACKETS",8.83,336,0,91.17,0,80.33,0,0,0
19871,Sweets,"FROZEN NOVELTIES,NO SUGAR ADDED,FUDGESICLE POPS",71.85,105,3.6,22.28,1.6,3.93,102,0.591,2
19873,Sweets,"FROZ NOVELTIES,ICE TYPE,SUGAR FREE,ORNGE,CHRY,& GRP POPSICLE",94.03,21,0,5.14,0,1.52,10,0,0
19874,Sweets,"FRZ NVL, KLONDIKE,SLIM-A-BEAR FUDG BR,98% FT FR,NO SGR ADDED",63.51,124,4.31,30.07,6,7.1,120,1,7
19875,Sweets,"ICE CREAMS,BREYERS,ALL NAT LT VANILLA",64.89,162,4.84,25.3,0.2,22.78,71,2.86,15
19876,Sweets,"ICE CREAMS,BREYERS,ALL NAT LT FRENCH VANILLA",62.71,173,4.82,26.03,0.2,21.11,73,3.22,53
19877,Sweets,"ICE CREAMS,BREYERS,98% FAT FREE VANILLA",63.42,137,3.3,30.51,5.4,20.93,73,1.41,8
19878,Sweets,"ICE CREAMS,BREYERS,ALL NAT LT VANILLA CHOC STRAWBERRY",63.32,161,4.69,26.06,0.4,22.47,69,2.7,14
19879,Sweets,"ICE CREAMS,BREYERS,ALL NAT LT MINT CHOC CHIP",59.11,196,4.69,28.39,0.6,25.38,67,4.48,15
19880,Sweets,"ICE CREAMS,BREYERS,NO SUGAR ADDED,BUTTER PECAN",63.52,180,3.99,21.3,0.9,5.9,164,4.18,18
19881,Sweets,"ICE CREAMS,BREYERS,NO SUGAR ADDED,FRENCH VANILLA",66.48,154,4.5,20.75,0.5,7.7,87,4.17,53
19882,Sweets,"ICE CREAMS,BREYERS,NO SUGAR ADDED,VANILLA",67.86,143,3.68,21.92,0.5,6.09,66,3.9,18
19883,Sweets,"ICE CREAMS,BREYERS,NO SUGAR ADDED,VANILLA FUDGE TWIRL",64.4,153,3.53,25.63,0.8,5.49,72,3.57,16
19884,Sweets,"ICE CREAMS,BREYERS,NO SUGAR ADDED,VANILLA CHOC STRAWBERRY",67.34,143,3.71,21.7,0.7,6.15,68,3.94,18
19886,Sweets,"FROZEN NOVELTIES,KLONDIKE,SLIM-A-BEAR CHOC CONE",45.51,224,4.09,45.32,4.3,24.62,159,1.001,2
19887,Sweets,"FROZEN NOVELTIES,KLONDIKE,SLIM-A-BEAR VANILLA SNDWCH",46.65,239,3.9,42.75,4.3,21.82,191,3.25,4
19890,Sweets,"FROZEN NOVL,KLONDIKE,SLIM-A-BEAR,NO SGR ADDED,STICKLESS BAR",54.69,242,5.2,25.98,3.9,8.64,86,10.4,8
19891,Sweets,"FROZEN NOVELTIES,NO SUGAR ADDED CREAMSICLE POPS",82.38,72,3.69,12.88,3.6,2.75,41,0.47,3
19892,Sweets,"FROZEN NOVELTIES,SUGAR FREE,CREAMSICLE POPS",83.91,49,1.37,11.95,7.5,0.43,6,2,0
19893,Sweets,"ICE CREAMS,BREYERS,ALL NAT LT FRENCH CHOC",56.58,201,5.3,29.68,1,24.04,75,4.28,41
19894,Sweets,"ICE CREAMS,BREYERS,98% FAT FREE CHOC",63.2,136,3.89,30.18,5.8,20.29,75,1.38,7
19895,Sweets,"ICE CREAMS,BREYERS,NO SUGAR ADDED,CHOC CARAMEL",64.71,151,3.54,25.17,1,5.81,77,3.65,16
19896,Sweets,"CANDIES,REESE'S FAST BREAK,CANDY BAR",1.66,495,8.93,63.9,3.6,53.57,321,8.036,9
19897,Sweets,"CANDIES,MARS SNACKFOOD US,COCOAVIA CHOC COVERED ALMONDS",1.5,573,9.51,50.22,10.4,26.92,9,11.745,0
19898,Sweets,"ICE CREAMS,REG,LO CARBOHYDRATE,VANILLA",61,216,3.17,22.23,4.8,6.35,48,6.79,32
19899,Sweets,"ICE CREAMS,REG,LO CARBOHYDRATE,CHOC",55.7,237,3.8,26.8,4.8,6.35,76,6.8,34
19902,Sweets,"CHOCOLATE,DK,45- 59% CACAO SOL",0.97,546,4.88,61.17,7,47.9,24,18.519,8
19903,Sweets,"CHOCOLATE,DK,60-69% CACAO SOL",1.25,579,6.12,52.42,8,36.71,10,22.031,6
19904,Sweets,"CHOCOLATE,DK,70-85% CACAO SOL",1.37,598,7.79,45.9,10.9,23.99,20,24.489,3
19905,Sweets,"CANDIES,CHOC,DK,NFS (45-59% CACAO SOL 90%; 60-69% CACAO SOL",1,550,5.09,59.97,7.2,46.14,23,18.993,7
19910,Sweets,"CANDIES,CRISPY BAR W/ PNUT BUTTER FILLING",1.6,542,9.53,55.53,3.3,40.33,264,12.959,5
19912,Sweets,"Sweetener, syrup, agave",22.94,310,0.09,76.37,0.2,68.03,4,0,0
19913,Sweets,"Candies, NESTLE, BUTTERFINGER Crisp",5.05,465,6.67,68.45,1.7,48.33,13,10.592,0
19914,Sweets,"CANDIES,M&M MARS 3 MUSKETEERS TRUFFLE CRISP",0.18,538,6.41,63.15,0,57.69,63,19.23,18
19916,Sweets,"SYRUPS,CHOC,HERSHEY'S SUGAR FREE,GENUINE CHOC FLAV,LITE SYRU",78.89,43,2.87,14.2,2.9,0.27,343,0.746,0
19917,Sweets,"CANDIES,M&M MARS PRETZEL CHOC CANDIES",4.84,447,5,72.94,2.5,50,475,8.986,13
19918,Sweets,"SWEETENER,HERBAL EXTRACT PDR FROM STEVIA LEAF",0,0,0,100,0,0,0,0,0
19919,Sweets,"CANDIES,FRUIT SNACKS,W/ HI VIT C",11.84,352,0.08,87.97,0,68.18,23,0,0
21003,Fast Foods,"FAST FOODS,BISCUIT,W/EGG&BACON",46.67,305,11.33,19.06,0.5,2.19,844,5.3,235
21004,Fast Foods,"FAST FOODS,BISCUIT,W/EGG&HAM",56.6,233,10.64,16.37,0.4,2.2,1093,3.08,156
21005,Fast Foods,"BREAKFAST ITEMS,BISCUIT W/EGG&SAUSAGE",44.48,312,11.13,21.05,0.2,0.95,672,6.449,161
21007,Fast Foods,"FAST FOODS,BISCUIT,W/EGG,CHS,&BACON",42.99,301,12.01,24.44,0.2,1.74,816,5.893,166
21008,Fast Foods,"FAST FOODS,BISCUIT,W/HAM",28.4,342,11.85,38.75,0.7,1.97,974,10.096,22
21009,Fast Foods,"FAST FOODS,BISCUIT,W/SAUSAGE",32.82,371,9.67,29.99,0.4,1.59,814,7.427,28
21014,Fast Foods,"FAST FOODS,CROISSANT,W/EGG,CHS,&SAUSAGE",48.1,308,12.09,15.9,1.8,3.12,577,8.342,123
21018,Fast Foods,"FAST FOODS,EGG,SCRAMBLED",66.7,212,13.84,2.08,0,1.64,187,6.153,426
21020,Fast Foods,"FAST FOODS,ENG MUFFIN,W/CHS&SAUSAGE",37.93,338,13.28,25.28,0.5,1.98,668,8.152,43
21021,Fast Foods,"FAST FOODS,ENG MUFFIN,W/EGG,CHS,&CANADIAN BACON",52.58,228,13.64,21.67,0.4,2.13,617,3.592,168
21022,Fast Foods,"FAST FOODS,ENG MUFFIN,W/EGG,CHS,&SAUSAGE",48.82,286,13.38,17.44,0.2,1.49,548,6.928,163
21024,Fast Foods,"FAST FOODS,FRENCH TOAST STKS",33.57,340,6,41.21,1.4,9.89,400,3.989,0
21026,Fast Foods,"FAST FOODS,POTATOES,HASH BROWNS,RND PIECES OR PATTY",49.27,272,2.58,28.88,2.7,0.56,566,2.54,0
21028,Fast Foods,"FAST FOODS,VANILLA,LT,SOFT-SERVE ICE CRM,W/ CONE",63.64,163,4.24,26.36,0.1,19.49,81,2.542,15
